,dist,date,party,name,votes,stab,stcd,justice,tea,trump,LW_new,RW_either,RW_both,Extreme_ new,casesSum,deathsSum,casesMax,deathsMax,totVotes,voteSh,extreme,partyClean,caseSh,clust,log_cases,log_death
1262,H_14,2020-06-23,GOP,John Cummings,0,NY,3614,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GOP,NA,NY2020-06-23,0,0
1236,H_24,2020-06-23,GOP,John Katko,0,NY,3624,0,0,0,0,0,0,0,3134,173,2702,171,0,1,0,GOP,Inf,NY2020-06-23,8.050384453,5.159055299
1299,H_10,2020-06-23,DEM,Jonathan Herzog,3923,NY,3610,0,0,0,0,0,0,0,0,0,0,0,31220,0.1256566304,0,DEM,0,NY2020-06-23,0,0
1308,H_11,2020-06-23,GOP,Joseph Caldarera,5444,NY,3611,0,0,0,0,0,0,0,0,0,0,0,18396,0.2959338987,0,GOP,0,NY2020-06-23,0,0
1251,H_25,2020-06-23,DEM,Joseph Morelle,41132,NY,3625,0,0,0,0,0,0,0,3541,256,3541,256,60418,0.6807904929,0,DEM,0.05860836175,NY2020-06-23,8.172446818,5.549076085
1246,H_15,2020-06-23,DEM,Julio Pabon,170,NY,3615,0,0,0,0,0,0,0,0,0,0,0,40791,0.004167585987,0,DEM,0,NY2020-06-23,0,0
1290,H_4,2020-06-23,DEM,Kathleen Rice,0,NY,3604,0,0,0,0,0,0,0,41544,2686,41544,2686,0,1,0,DEM,Inf,NY2020-06-23,10.63453246,7.896180609
1237,H_19,2020-06-23,GOP,Kyle Van De Water,12159,NY,3619,0,0,0,0,0,0,0,9601,396,4150,159,21151,0.5748664366,0,GOP,0.4539265283,NY2020-06-23,9.169726689,5.983936281
1317,H_12,2020-06-23,DEM,Lauren Ashcraft,5268,NY,3612,0,0,0,0,0,0,0,0,0,0,0,39499,0.1333704651,0,DEM,0,NY2020-06-23,0,0
1301,H_10,2020-06-23,DEM,Lindsey Boylan,7886,NY,3610,0,0,0,0,0,0,0,0,0,0,0,31220,0.2525944907,0,DEM,0,NY2020-06-23,0,0
1225,H_13,2020-06-23,GOP,Lovelynn Gwinn,0,NY,3613,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GOP,NA,NY2020-06-23,0,0
1254,H_9,2020-06-23,DEM,Lutchi Gayot,605,NY,3609,0,0,0,0,0,0,0,0,0,0,0,59556,0.01015850628,0,DEM,0,NY2020-06-23,0,0
1244,H_15,2020-06-23,DEM,Mark Escoffery-Bey,117,NY,3615,0,0,0,0,0,0,0,0,0,0,0,40791,0.002868279768,0,DEM,0,NY2020-06-23,0,0
1245,H_15,2020-06-23,DEM,Marlene Tapper,284,NY,3615,0,0,0,0,0,0,0,0,0,0,0,40791,0.00696232012,0,DEM,0,NY2020-06-23,0,0
1323,H_17,2020-06-23,GOP,Maureen McArdle Schulman,8492,NY,3617,0,0,0,0,0,0,0,48109,2016,34580,1547,10829,0.7841905993,0,GOP,4.442607812,NY2020-06-23,10.78124533,7.609366538
1310,H_11,2020-06-23,DEM,Max Rose,0,NY,3611,0,0,0,0,0,0,0,0,0,0,0,0,1,0,DEM,NA,NY2020-06-23,0,0
1288,H_3,2020-06-23,DEM,Melanie D'Arrigo,12898,NY,3603,0,0,0,0,0,0,0,82600,4704,41544,2686,50547,0.2551684571,0,DEM,1.634122698,NY2020-06-23,11.32177707,8.456381052
1248,H_15,2020-06-23,DEM,Melissa Mark-Viverito,1579,NY,3615,0,0,0,0,0,0,0,0,0,0,0,40791,0.03870951926,0,DEM,0,NY2020-06-23,0,0
1313,H_6,2020-06-23,DEM,Melquiades Gagarin,5261,NY,3606,0,0,0,0,0,0,0,0,0,0,0,24760,0.2124798061,0,DEM,0,NY2020-06-23,0,0
1239,H_15,2020-06-23,DEM,Michael Blake,7905,NY,3615,0,0,0,0,0,0,0,0,0,0,0,40791,0.1937927484,0,DEM,0,NY2020-06-23,0,0
1287,H_3,2020-06-23,DEM,Michael Weinstock,3761,NY,3603,0,0,0,0,0,0,0,82600,4704,41544,2686,50547,0.07440599838,0,DEM,1.634122698,NY2020-06-23,11.32177707,8.456381052
1230,H_14,2020-06-23,DEM,Michelle Caruso-Cabrera,7393,NY,3614,0,0,0,0,0,0,0,0,0,0,0,37825,0.1954527429,0,DEM,0,NY2020-06-23,0,0
1228,H_2,2020-06-23,GOP,Mike LiPetri,9866,NY,3602,0,0,0,0,0,0,0,82600,4704,41544,2686,27325,0.3610612992,0,GOP,3.022872827,NY2020-06-23,11.32177707,8.456381052
1283,H_17,2020-06-23,DEM,Mondaire Jones,32794,NY,3617,0,0,0,0,0,0,0,48109,2016,34580,1547,78246,0.4191140761,0,DEM,0.6148429313,NY2020-06-23,10.78124533,7.609366538
1260,H_1,2020-06-23,DEM,Nancy Goroff,17957,NY,3601,0,0,0,0,0,0,0,41056,2018,41056,2018,49742,0.3610027743,0,DEM,0.8253789554,NY2020-06-23,10.62271662,7.610357618
1285,H_27,2020-06-23,DEM,Nathan McMurray,0,NY,3627,0,0,0,0,0,0,0,12775,990,7073,593,0,1,0,DEM,Inf,NY2020-06-23,9.45532369,6.898714534
1219,H_7,2020-06-23,DEM,Nydia Velazquez,32965,NY,3607,0,0,0,0,0,0,0,0,0,0,0,41243,0.7992871518,0,DEM,0,NY2020-06-23,0,0
1238,H_19,2020-06-23,GOP,Ola Hawatmeh,8992,NY,3619,0,0,0,0,0,0,0,9601,396,4150,159,21151,0.4251335634,0,GOP,0.4539265283,NY2020-06-23,9.169726689,5.983936281
1297,H_15,2020-06-23,GOP,Orlando Molina,0,NY,3615,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GOP,NA,NY2020-06-23,0,0
1220,H_7,2020-06-23,DEM,Paperboy Prince,8278,NY,3607,0,0,0,0,0,0,0,0,0,0,0,41243,0.2007128482,0,DEM,0,NY2020-06-23,0,0
1273,H_2,2020-06-23,DEM,Patricia Maher,9474,NY,3602,0,0,0,0,0,0,0,82600,4704,41544,2686,34785,0.2723587753,0,DEM,2.374586747,NY2020-06-23,11.32177707,8.456381052
1320,H_20,2020-06-23,DEM,Paul Tonko,0,NY,3620,0,0,0,0,0,0,0,4012,237,2062,157,0,1,0,DEM,Inf,NY2020-06-23,8.29729437,5.472270674
1258,H_1,2020-06-23,DEM,Perry Gershon,17296,NY,3601,0,0,0,0,0,0,0,41056,2018,41056,2018,49742,0.3477142053,0,DEM,0.8253789554,NY2020-06-23,10.62271662,7.610357618
1316,H_12,2020-06-23,DEM,Peter Harrison,1933,NY,3612,0,0,0,0,0,0,0,0,0,0,0,39499,0.0489379478,0,DEM,0,NY2020-06-23,0,0
1224,H_13,2020-06-23,DEM,Ramon Rodriguez,8651,NY,3613,0,0,0,0,0,0,0,0,0,0,0,48632,0.177886988,0,DEM,0,NY2020-06-23,0,0
1324,H_26,2020-06-23,GOP,Ricky Donovan,0,NY,3626,0,0,0,0,0,0,0,8268,658,7073,593,0,1,0,GOP,Inf,NY2020-06-23,9.020268862,6.490723535
1250,H_15,2020-06-23,DEM,Ritchie Torres,12421,NY,3615,0,0,0,0,0,0,0,0,0,0,0,40791,0.3045034444,0,DEM,0,NY2020-06-23,0,0
1252,H_25,2020-06-23,DEM,Robin Wilt,19286,NY,3625,0,0,0,0,0,0,0,3541,256,3541,256,60418,0.3192095071,0,DEM,0.05860836175,NY2020-06-23,8.172446818,5.549076085
1243,H_15,2020-06-23,DEM,Ruben Diaz,6032,NY,3615,0,0,0,0,0,0,0,0,0,0,0,40791,0.1478757569,0,DEM,0,NY2020-06-23,0,0
1240,H_15,2020-06-23,DEM,Samelys Lopez,5387,NY,3615,0,0,0,0,0,0,0,0,0,0,0,40791,0.1320634454,0,DEM,0,NY2020-06-23,0,0
1265,H_16,2020-06-23,DEM,Sammy Ravelo,1001,NY,3616,0,0,0,0,0,0,0,34580,1547,34580,1547,77493,0.01291729576,0,DEM,0.4462338534,NY2020-06-23,10.45105968,7.344719054
1232,H_14,2020-06-23,DEM,Samuel Sloan,932,NY,3614,0,0,0,0,0,0,0,0,0,0,0,37825,0.0246397885,0,DEM,0,NY2020-06-23,0,0
1314,H_6,2020-06-23,DEM,Sandra Choi,4318,NY,3606,0,0,0,0,0,0,0,0,0,0,0,24760,0.1743941842,0,DEM,0,NY2020-06-23,0,0
1292,H_18,2020-06-23,DEM,Sean Patrick Maloney,0,NY,3618,0,0,0,0,0,0,0,50716,2162,34580,1547,0,1,0,DEM,Inf,NY2020-06-23,10.83401644,7.679251426
1305,H_5,2020-06-23,DEM,Shaniyat Chowdhury,11777,NY,3605,0,0,0,0,0,0,0,41544,2686,41544,2686,51048,0.230704435,0,DEM,0.8138222849,NY2020-06-23,10.63453246,7.896180609
1295,H_27,2020-06-23,GOP,Stefan Mychajliw,8423,NY,3627,0,0,0,0,0,0,0,12775,990,7073,593,51451,0.1637091602,0,GOP,0.2482944938,NY2020-06-23,9.45532369,6.898714534
1318,H_12,2020-06-23,DEM,Suraj Patel,15825,NY,3612,0,0,0,0,0,0,0,0,0,0,0,39499,0.4006430543,0,DEM,0,NY2020-06-23,0,0
1303,H_21,2020-06-23,DEM,Tedra Cobb,0,NY,3621,0,0,0,0,0,0,0,1933,73,538,31,0,1,0,DEM,Inf,NY2020-06-23,7.567345676,4.304065093
1286,H_3,2020-06-23,DEM,Thomas Suozzi,33888,NY,3603,0,0,0,0,0,0,0,82600,4704,41544,2686,50547,0.6704255445,0,DEM,1.634122698,NY2020-06-23,11.32177707,8.456381052
1296,H_6,2020-06-23,GOP,Thomas Zmich,0,NY,3606,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GOP,NA,NY2020-06-23,0,0
1226,H_23,2020-06-23,GOP,Tom Reed,0,NY,3623,0,0,0,0,0,0,0,1371,84,263,25,0,1,0,GOP,Inf,NY2020-06-23,7.224024808,4.442651256
1247,H_15,2020-06-23,DEM,Tomas Ramos,1068,NY,3615,0,0,0,0,0,0,0,0,0,0,0,40791,0.02618224608,0,DEM,0,NY2020-06-23,0,0
1221,H_23,2020-06-23,DEM,Tracy Mitrano,0,NY,3623,0,0,0,0,0,0,0,1371,84,263,25,0,1,0,DEM,Inf,NY2020-06-23,7.224024808,4.442651256
1242,H_15,2020-06-23,DEM,Ydanis Rodriguez,4648,NY,3615,0,0,0,0,0,0,0,0,0,0,0,40791,0.1139467039,0,DEM,0,NY2020-06-23,0,0
1322,H_17,2020-06-23,GOP,Yehudis Gottesfeld,2337,NY,3617,0,0,0,0,0,0,0,48109,2016,34580,1547,10829,0.2158094007,0,GOP,4.442607812,NY2020-06-23,10.78124533,7.609366538
1256,H_9,2020-06-23,DEM,Yvette Clarke,37106,NY,3609,0,0,0,0,0,0,0,0,0,0,0,59556,0.6230438579,0,DEM,0,NY2020-06-23,0,0
1349,H_3,2020-04-28,DEM,Morgan Harper,20301,OH,3903,1,0,0,1,0,0,1,2090,62,2090,62,64028,0.3170644093,0,DEM,0.03264196914,OH2020-04-28,7.645397699,4.143134726
1382,H_2,2020-04-28,GOP,Brad Wenstrup,52748,OH,3902,0,0,1,0,1,0,1,1239,62,1091,58,55972,0.9423997713,0,GOP,0.02213606803,OH2020-04-28,7.122866659,4.143134726
1370,H_13,2020-04-28,GOP,Christina Hagan,18569,OH,3913,0,0,1,0,1,0,1,2175,208,784,67,28155,0.659527615,0,GOP,0.07725093234,OH2020-04-28,7.685243608,5.342334252
1377,H_14,2020-04-28,GOP,David Joyce,41903,OH,3914,0,0,1,0,1,0,1,3472,245,1984,109,50305,0.8329788291,0,GOP,0.0690189842,OH2020-04-28,8.152774053,5.505331536
1379,H_15,2020-04-28,GOP,Steve Stivers,40439,OH,3915,0,0,1,0,1,0,1,4091,77,2090,62,45839,0.882196383,0,GOP,0.08924714763,OH2020-04-28,8.316789127,4.356708827
1391,H_8,2020-04-28,GOP,Warren Davidson,51689,OH,3908,0,0,1,0,1,0,1,556,47,254,25,56574,0.9136529148,0,GOP,0.009827836108,OH2020-04-28,6.32256524,3.871201011
1346,H_16,2020-04-28,DEM,Aaron Godfrey,30008,OH,3916,0,0,0,0,0,0,0,3357,260,1984,109,44476,0.6747009623,0,DEM,0.07547890997,OH2020-04-28,8.119100838,5.564520407
1339,H_12,2020-04-28,DEM,Alaina Shearer,32546,OH,3912,0,0,0,0,0,0,0,4672,76,2191,62,55416,0.5873033059,0,DEM,0.08430778115,OH2020-04-28,8.449556543,4.343805422
1381,H_16,2020-04-28,GOP,Anthony Gonzalez,0,OH,3916,0,0,0,0,0,0,0,3357,260,1984,109,0,1,0,GOP,Inf,OH2020-04-28,8.119100838,5.564520407
1388,H_6,2020-04-28,GOP,Bill Johnson,56047,OH,3906,0,0,0,0,0,0,0,1433,109,784,67,64439,0.869768308,0,GOP,0.02223808563,OH2020-04-28,7.268223021,4.700480366
1390,H_7,2020-04-28,GOP,Bob Gibbs,0,OH,3907,0,0,0,0,0,0,0,1104,74,406,36,0,1,0,GOP,Inf,OH2020-04-28,7.007600614,4.317488114
1387,H_5,2020-04-28,GOP,Bob Latta,0,OH,3905,0,0,0,0,0,0,0,1602,97,1166,66,0,1,0,GOP,Inf,OH2020-04-28,7.379632153,4.584967479
1395,H_9,2020-04-28,GOP,Charles Barrett,1315,OH,3909,0,0,0,0,0,0,0,3646,198,1984,109,17395,0.07559643576,0,GOP,0.2096004599,OH2020-04-28,8.201660191,5.293304825
1386,H_3,2020-04-28,GOP,Cleophus Dulaney,1763,OH,3903,0,0,0,0,0,0,0,2090,62,2090,62,13012,0.1354903166,0,GOP,0.1606209653,OH2020-04-28,7.645397699,4.143134726
1344,H_15,2020-04-28,DEM,Daniel Kilgore,14412,OH,3915,0,0,0,0,0,0,0,4091,77,2090,62,42277,0.3408945762,0,DEM,0.09676656338,OH2020-04-28,8.316789127,4.356708827
1333,H_10,2020-04-28,DEM,Desiree Tims,30740,OH,3910,0,0,0,0,0,0,0,326,12,266,8,43911,0.7000523787,0,DEM,0.007424107855,OH2020-04-28,5.789960171,2.564949357
1372,H_13,2020-04-28,GOP,Donald Truex,963,OH,3913,0,0,0,0,0,0,0,2175,208,784,67,28155,0.03420351625,0,GOP,0.07725093234,OH2020-04-28,7.685243608,5.342334252
1376,H_13,2020-04-28,GOP,Duane Hennen,990,OH,3913,0,0,0,0,0,0,0,2175,208,784,67,28155,0.03516249334,0,GOP,0.07725093234,OH2020-04-28,7.685243608,5.342334252
1392,H_8,2020-04-28,GOP,Edward Meer,4885,OH,3908,0,0,0,0,0,0,0,556,47,254,25,56574,0.08634708523,0,GOP,0.009827836108,OH2020-04-28,6.32256524,3.871201011
1334,H_10,2020-04-28,DEM,Eric Moyer,13171,OH,3910,0,0,0,0,0,0,0,326,12,266,8,43911,0.2999476213,0,DEM,0.007424107855,OH2020-04-28,5.789960171,2.564949357
1353,H_5,2020-04-28,DEM,Gene Redinger,8873,OH,3905,0,0,0,0,0,0,0,1602,97,1166,66,33919,0.261593797,0,DEM,0.04723016598,OH2020-04-28,7.379632153,4.584967479
1383,H_2,2020-04-28,GOP,H. Robert Harris,3224,OH,3902,0,0,0,0,0,0,0,1239,62,1091,58,55972,0.05760022869,0,GOP,0.02213606803,OH2020-04-28,7.122866659,4.143134726
1342,H_14,2020-04-28,DEM,Hillary O'Connor Mueri,0,OH,3914,0,0,0,0,0,0,0,3472,245,1984,109,0,1,0,DEM,Inf,OH2020-04-28,8.152774053,5.505331536
1347,H_2,2020-04-28,DEM,Jaime Castle,0,OH,3902,0,0,0,0,0,0,0,1239,62,1091,58,0,1,0,DEM,Inf,OH2020-04-28,7.122866659,4.143134726
1336,H_11,2020-04-28,DEM,James Bell,1861,OH,3911,0,0,0,0,0,0,0,2526,152,1984,109,75031,0.02480308139,0,DEM,0.03366608468,OH2020-04-28,7.834788107,5.030437921
1373,H_13,2020-04-28,GOP,Jason Mormando,355,OH,3913,0,0,0,0,0,0,0,2175,208,784,67,28155,0.01260877286,0,GOP,0.07725093234,OH2020-04-28,7.685243608,5.342334252
1352,H_4,2020-04-28,DEM,Jeffrey Sites,10623,OH,3904,0,0,0,0,0,0,0,2986,58,2191,20,36583,0.290380778,0,DEM,0.0816226116,OH2020-04-28,8.002024818,4.077537444
1340,H_12,2020-04-28,DEM,Jenny Bell,22870,OH,3912,0,0,0,0,0,0,0,4672,76,2191,62,55416,0.4126966941,0,DEM,0.08430778115,OH2020-04-28,8.449556543,4.343805422
1384,H_4,2020-04-28,GOP,Jim Jordan,0,OH,3904,0,0,0,0,0,0,0,2986,58,2191,20,0,1,0,GOP,Inf,OH2020-04-28,8.002024818,4.077537444
1343,H_15,2020-04-28,DEM,Joel Newby,27865,OH,3915,0,0,0,0,0,0,0,4091,77,2090,62,42277,0.6591054238,0,DEM,0.09676656338,OH2020-04-28,8.316789127,4.356708827
1364,H_10,2020-04-28,GOP,John Anderson,3761,OH,3910,0,0,0,0,0,0,0,326,12,266,8,47744,0.07877429625,0,GOP,0.00682808311,OH2020-04-28,5.789960171,2.564949357
1366,H_11,2020-04-28,GOP,Jonah Schulz,3864,OH,3911,0,0,0,0,0,0,0,2526,152,1984,109,9366,0.4125560538,0,GOP,0.269698911,OH2020-04-28,7.834788107,5.030437921
1348,H_3,2020-04-28,DEM,Joyce Beatty,43727,OH,3903,0,0,0,0,0,0,0,2090,62,2090,62,64028,0.6829355907,0,DEM,0.03264196914,OH2020-04-28,7.645397699,4.143134726
1332,H_1,2020-04-28,DEM,Kate Schroder,35671,OH,3901,0,0,0,0,0,0,0,1222,69,1091,58,52662,0.6773574874,0,DEM,0.02320458775,OH2020-04-28,7.109062136,4.248495242
1363,H_10,2020-04-28,GOP,Kathi Flanders,2672,OH,3910,0,0,0,0,0,0,0,326,12,266,8,47744,0.05596514745,0,GOP,0.00682808311,OH2020-04-28,5.789960171,2.564949357
1389,H_6,2020-04-28,GOP,Kenneth Morgan,8392,OH,3906,0,0,0,0,0,0,0,1433,109,784,67,64439,0.130231692,0,GOP,0.02223808563,OH2020-04-28,7.268223021,4.700480366
1367,H_11,2020-04-28,GOP,Laverne Gore,4489,OH,3911,0,0,0,0,0,0,0,2526,152,1984,109,9366,0.479286782,0,GOP,0.269698911,OH2020-04-28,7.834788107,5.030437921
1371,H_13,2020-04-28,GOP,Louis Lyras,3368,OH,3913,0,0,0,0,0,0,0,2175,208,784,67,28155,0.1196235127,0,GOP,0.07725093234,OH2020-04-28,7.685243608,5.342334252
1354,H_5,2020-04-28,DEM,M. Xavier Carrigan,7597,OH,3905,0,0,0,0,0,0,0,1602,97,1166,66,33919,0.2239747634,0,DEM,0.04723016598,OH2020-04-28,7.379632153,4.584967479
1335,H_11,2020-04-28,DEM,Marcia Fudge,67985,OH,3911,0,0,0,0,0,0,0,2526,152,1984,109,75031,0.9060921486,0,DEM,0.03366608468,OH2020-04-28,7.834788107,5.030437921
1359,H_9,2020-04-28,DEM,Marcy Kaptur,50683,OH,3909,0,0,0,0,0,0,0,3646,198,1984,109,55828,0.9078419431,0,DEM,0.06530773089,OH2020-04-28,8.201660191,5.293304825
1378,H_14,2020-04-28,GOP,Mark Pitrone,8402,OH,3914,0,0,0,0,0,0,0,3472,245,1984,109,50305,0.1670211709,0,GOP,0.0690189842,OH2020-04-28,8.152774053,5.505331536
1385,H_3,2020-04-28,GOP,Mark Richardson,11249,OH,3903,0,0,0,0,0,0,0,2090,62,2090,62,13012,0.8645096834,0,GOP,0.1606209653,OH2020-04-28,7.645397699,4.143134726
1358,H_8,2020-04-28,DEM,Matt Guyette,6127,OH,3908,0,0,0,0,0,0,0,556,47,254,25,29759,0.2058872946,0,DEM,0.0186834235,OH2020-04-28,6.32256524,3.871201011
1338,H_11,2020-04-28,DEM,Michael Hood,2532,OH,3911,0,0,0,0,0,0,0,2526,152,1984,109,75031,0.03374605163,0,DEM,0.03366608468,OH2020-04-28,7.834788107,5.030437921
1351,H_4,2020-04-28,DEM,Mike Larsen,8584,OH,3904,0,0,0,0,0,0,0,2986,58,2191,20,36583,0.234644507,0,DEM,0.0816226116,OH2020-04-28,8.002024818,4.077537444
1355,H_5,2020-04-28,DEM,Nick Rubando,17449,OH,3905,0,0,0,0,0,0,0,1602,97,1166,66,33919,0.5144314396,0,DEM,0.04723016598,OH2020-04-28,7.379632153,4.584967479
1331,H_1,2020-04-28,DEM,Nikki Foster,16991,OH,3901,0,0,0,0,0,0,0,1222,69,1091,58,52662,0.3226425126,0,DEM,0.02320458775,OH2020-04-28,7.109062136,4.248495242
1360,H_9,2020-04-28,DEM,Peter Rosewicz,5145,OH,3909,0,0,0,0,0,0,0,3646,198,1984,109,55828,0.09215805689,0,DEM,0.06530773089,OH2020-04-28,8.201660191,5.293304825
1374,H_13,2020-04-28,GOP,Richard Morckel,707,OH,3913,0,0,0,0,0,0,0,2175,208,784,67,28155,0.02511099272,0,GOP,0.07725093234,OH2020-04-28,7.685243608,5.342334252
1396,H_9,2020-04-28,GOP,Rob Weber,10451,OH,3909,0,0,0,0,0,0,0,3646,198,1984,109,17395,0.600804829,0,GOP,0.2096004599,OH2020-04-28,8.201660191,5.293304825
1375,H_13,2020-04-28,GOP,Robert Santos,3203,OH,3913,0,0,0,0,0,0,0,2175,208,784,67,28155,0.1137630971,0,GOP,0.07725093234,OH2020-04-28,7.685243608,5.342334252
1345,H_16,2020-04-28,DEM,Ronald Karpus,14468,OH,3916,0,0,0,0,0,0,0,3357,260,1984,109,44476,0.3252990377,0,DEM,0.07547890997,OH2020-04-28,8.119100838,5.564520407
1365,H_11,2020-04-28,GOP,Shalira Taylor,1013,OH,3911,0,0,0,0,0,0,0,2526,152,1984,109,9366,0.1081571642,0,GOP,0.269698911,OH2020-04-28,7.834788107,5.030437921
1350,H_4,2020-04-28,DEM,Shannon Freshour,17376,OH,3904,0,0,0,0,0,0,0,2986,58,2191,20,36583,0.474974715,0,DEM,0.0816226116,OH2020-04-28,8.002024818,4.077537444
1356,H_6,2020-04-28,DEM,Shawna Roberts,0,OH,3906,0,0,0,0,0,0,0,1433,109,784,67,0,1,0,DEM,Inf,OH2020-04-28,7.268223021,4.700480366
1380,H_15,2020-04-28,GOP,Shelby Hunt,5400,OH,3915,0,0,0,0,0,0,0,4091,77,2090,62,45839,0.117803617,0,GOP,0.08924714763,OH2020-04-28,8.316789127,4.356708827
1337,H_11,2020-04-28,DEM,Tariq Shabazz,2653,OH,3911,0,0,0,0,0,0,0,2526,152,1984,109,75031,0.0353587184,0,DEM,0.03366608468,OH2020-04-28,7.834788107,5.030437921
1394,H_9,2020-04-28,GOP,Tim Connors,1926,OH,3909,0,0,0,0,0,0,0,3646,198,1984,109,17395,0.1107214717,0,GOP,0.2096004599,OH2020-04-28,8.201660191,5.293304825
1369,H_12,2020-04-28,GOP,TIm Day,9060,OH,3912,0,0,0,0,0,0,0,4672,76,2191,62,56963,0.1590506118,0,GOP,0.08201815213,OH2020-04-28,8.449556543,4.343805422
1341,H_13,2020-04-28,DEM,Tim Ryan,0,OH,3913,0,0,0,0,0,0,0,2175,208,784,67,0,1,0,DEM,Inf,OH2020-04-28,7.685243608,5.342334252
1393,H_9,2020-04-28,GOP,Timothy Corrigan,3703,OH,3909,0,0,0,0,0,0,0,3646,198,1984,109,17395,0.2128772636,0,GOP,0.2096004599,OH2020-04-28,8.201660191,5.293304825
1357,H_8,2020-04-28,DEM,Vanessa Enoch,23632,OH,3908,0,0,0,0,0,0,0,556,47,254,25,29759,0.7941127054,0,DEM,0.0186834235,OH2020-04-28,6.32256524,3.871201011
1410,H_3,2020-06-30,GOP,Frank Lucas,0,OK,4003,0,0,1,0,1,0,1,2772,62,987,11,0,1,0,GOP,Inf,OK2020-06-30,7.927685046,4.143134726
1406,H_1,2020-06-30,GOP,Kevin Hern,0,OK,4001,0,0,1,0,1,0,1,4410,138,3424,67,0,1,0,GOP,Inf,OK2020-06-30,8.3918567,4.934473933
1407,H_2,2020-06-30,GOP,Markwayne Mullin,53116,OK,4002,0,0,1,0,1,0,1,1902,61,471,16,66466,0.7991454277,0,GOP,0.02861613457,OK2020-06-30,7.551186867,4.127134385
1419,H_5,2020-06-30,GOP,Stephanie Bice,17289,OK,4005,0,0,1,0,1,0,1,3057,77,2913,70,68032,0.2541304092,0,GOP,0.04493473659,OK2020-06-30,8.025516386,4.356708827
1411,H_4,2020-06-30,GOP,Tom Cole,55682,OK,4004,0,0,1,0,1,0,1,5130,135,2913,70,72942,0.7633736393,0,GOP,0.07032985111,OK2020-06-30,8.543055851,4.912654886
1423,H_5,2020-06-30,GOP,Charles Pringle,907,OK,4005,0,0,0,0,0,0,0,3057,77,2913,70,68032,0.01333196143,0,GOP,0.04493473659,OK2020-06-30,8.025516386,4.356708827
1399,H_2,2020-06-30,DEM,Danyell Lanier,0,OK,4002,0,0,0,0,0,0,0,1902,61,471,16,0,1,0,DEM,Inf,OK2020-06-30,7.551186867,4.127134385
1420,H_5,2020-06-30,GOP,David Hill,12915,OK,4005,0,0,0,0,0,0,0,3057,77,2913,70,68032,0.1898371355,0,GOP,0.04493473659,OK2020-06-30,8.025516386,4.356708827
1401,H_4,2020-06-30,DEM,David Slemmons,9789,OK,4004,0,0,0,0,0,0,0,5130,135,2913,70,50405,0.1942069239,0,DEM,0.1017756175,OK2020-06-30,8.543055851,4.912654886
1414,H_4,2020-06-30,GOP,Gilbert Sanders,1832,OK,4004,0,0,0,0,0,0,0,5130,135,2913,70,72942,0.02511584547,0,GOP,0.07032985111,OK2020-06-30,8.543055851,4.912654886
1421,H_5,2020-06-30,GOP,Jake Merrick,1736,OK,4005,0,0,0,0,0,0,0,3057,77,2913,70,68032,0.02551740357,0,GOP,0.04493473659,OK2020-06-30,8.025516386,4.356708827
1412,H_4,2020-06-30,GOP,James Taylor,11073,OK,4004,0,0,0,0,0,0,0,5130,135,2913,70,72942,0.1518055441,0,GOP,0.07032985111,OK2020-06-30,8.543055851,4.912654886
1418,H_5,2020-06-30,GOP,Janet Barresi,6796,OK,4005,0,0,0,0,0,0,0,3057,77,2913,70,68032,0.09989416745,0,GOP,0.04493473659,OK2020-06-30,8.025516386,4.356708827
1402,H_4,2020-06-30,DEM,John Argo,8432,OK,4004,0,0,0,0,0,0,0,5130,135,2913,70,50405,0.1672849916,0,DEM,0.1017756175,OK2020-06-30,8.543055851,4.912654886
1408,H_2,2020-06-30,GOP,Joseph Silk,8440,OK,4002,0,0,0,0,0,0,0,1902,61,471,16,66466,0.1269822165,0,GOP,0.02861613457,OK2020-06-30,7.551186867,4.127134385
1404,H_5,2020-06-30,DEM,Kendra Horn,60136,OK,4005,0,0,0,0,0,0,0,3057,77,2913,70,70182,0.8568578838,0,DEM,0.04355817731,OK2020-06-30,8.025516386,4.356708827
1397,H_1,2020-06-30,DEM,Kojo Asamoa-Caesar,34830,OK,4001,0,0,0,0,0,0,0,4410,138,3424,67,54735,0.6363387229,0,DEM,0.08057001918,OK2020-06-30,8.3918567,4.934473933
1398,H_1,2020-06-30,DEM,Mark Keeter,19905,OK,4001,0,0,0,0,0,0,0,4410,138,3424,67,54735,0.3636612771,0,DEM,0.08057001918,OK2020-06-30,8.3918567,4.934473933
1403,H_4,2020-06-30,DEM,Mary Brannon,32184,OK,4004,0,0,0,0,0,0,0,5130,135,2913,70,50405,0.6385080845,0,DEM,0.1017756175,OK2020-06-30,8.543055851,4.912654886
1416,H_5,2020-06-30,GOP,Michael Ballard,1689,OK,4005,0,0,0,0,0,0,0,3057,77,2913,70,68032,0.02482655221,0,GOP,0.04493473659,OK2020-06-30,8.025516386,4.356708827
1422,H_5,2020-06-30,GOP,Miles Rahimi,966,OK,4005,0,0,0,0,0,0,0,3057,77,2913,70,68032,0.01419920038,0,GOP,0.04493473659,OK2020-06-30,8.025516386,4.356708827
